record time,gener time,old,new,odas,back nodes and time,up nodes and time
1678853626.8357232,1678853610.1958215,0,87097,4393.779018339363,"[['40000005', 0, 1678853626.7417226], ['50000031', 113, 1678853626.8357232]]","[['50000031', 0, 1678853610.243821], ['40000005', 113, 1678853626.478723]]"
1678853657.177834,1678853610.5769446,0,115101,6023.997477416777,"[['40000005', 0, 1678853656.9428332], ['50000031', 113, 1678853657.177834]]","[['50000031', 0, 1678853610.615945], ['40000005', 113, 1678853654.5985405]]"
1678853690.4587634,1678853610.9119477,0,118006,6932.935267229251,"[['40000005', 0, 1678853690.3407633], ['50000031', 113, 1678853690.4587634]]","[['50000031', 0, 1678853610.94895], ['40000005', 113, 1678853690.1297648]]"
1678853701.6802015,1678853611.1201835,0,119505,7437.632680632871,"[['40000005', 0, 1678853701.492107], ['50000031', 113, 1678853701.6792023]]","[['50000031', 0, 1678853611.1281798], ['40000005', 113, 1678853695.5299878]]"
1678853704.3066044,1678853611.1701796,0,120639,7723.743431598696,"[['40000005', 0, 1678853704.0696006], ['50000031', 113, 1678853704.3066044]]","[['50000031', 0, 1678853611.181181], ['40000005', 113, 1678853702.595506]]"
1678853797.7536333,1678853643.3231237,0,127536,9272.489299537547,"[['40000005', 0, 1678853797.5326347], ['50000031', 113, 1678853797.7536333]]","[['50000031', 0, 1678853643.3501222], ['40000005', 113, 1678853793.7458453]]"
1678853810.4358013,1678853610.07787,0,130264,9636.256811599244,"[['20000002', 0, 1678853626.997724], ['30000003', 100, 1678853644.9193263], ['40000005', 146, 1678853810.1268024], ['50000031', 113, 1678853810.4358013]]","[['50000031', 0, 1678853610.1268678], ['40000005', 113, 1678853613.0498893], ['30000003', 146, 1678853626.6967225], ['20000002', 100, 1678853626.952725]]"
1678853810.894925,1678853647.5336168,0,131404,9959.365503944893,"[['40000005', 0, 1678853810.688803], ['50000031', 113, 1678853810.894925]]","[['50000031', 0, 1678853647.547617], ['40000005', 113, 1678853806.7862828]]"
1678853821.9245257,1678853610.130869,0,133082,10109.707293891206,"[['20000002', 0, 1678853643.3471234], ['30000003', 100, 1678853662.7951758], ['40000005', 146, 1678853821.8505259], ['50000031', 113, 1678853821.9245257]]","[['50000031', 0, 1678853610.1728218], ['40000005', 113, 1678853615.5297797], ['30000003', 146, 1678853631.440222], ['20000002', 100, 1678853643.2771242]]"
1678853840.3322997,1678853610.721946,0,134760,10401.877900873827,"[['20000003', 0, 1678853693.1028867], ['30000004', 100, 1678853703.973603], ['40000005', 187, 1678853840.030202], ['50000031', 113, 1678853840.3322997]]","[['50000031', 0, 1678853610.7739007], ['40000005', 113, 1678853672.2588475], ['30000004', 187, 1678853691.3827631], ['20000003', 100, 1678853692.2448454]]"
1678853874.7486084,1678853610.9689503,0,137155,10818.18840253668,"[['30000003', 0, 1678853769.2335522], ['40000005', 146, 1678853874.5476086], ['50000031', 113, 1678853874.7486084]]","[['50000031', 0, 1678853611.0059478], ['40000005', 113, 1678853694.9459877], ['30000003', 146, 1678853762.9254625]]"
1678853879.9282959,1678853610.8678994,0,138841,11190.001615084862,"[['20000003', 0, 1678853753.1061049], ['30000004', 100, 1678853779.9882855], ['40000005', 187, 1678853879.7902958], ['50000031', 113, 1678853879.9282959]]","[['50000031', 0, 1678853610.8978999], ['40000005', 113, 1678853687.5742729], ['30000003', 146, 1678853750.757912], ['20000003', 176, 1678853751.9540105]]"
1678853880.609501,1678853610.4718719,0,140527,11204.812200764505,"[['20000002', 0, 1678853697.0246403], ['30000003', 100, 1678853777.5338526], ['40000005', 146, 1678853880.3925006], ['50000031', 113, 1678853880.609501]]","[['50000031', 0, 1678853610.5318856], ['40000005', 113, 1678853647.6356153], ['30000003', 146, 1678853677.7289655], ['20000002', 100, 1678853696.052534]]"
