direction,start time,end time,pack time,pack num,pack chars,assistant num
send,1678853616.21178,1678853626.175724,9.96394395828247,1,364,['20000002']
send,1678853636.9824448,1678853643.114125,6.131680250167847,2,561,['20000002']
recv,1678853656.1457367,1678853656.880834,0.7350974082946777,4,1048,40000004
recv,1678853657.4078984,1678853657.4268985,0.01900005340576172,1,306,40000004
recv,1678853672.4699247,1678853672.5009246,0.03099989891052246,2,524,40000004
send,1678853672.5949247,1678853677.712964,5.11803936958313,5,1813,['20000002']
send,1678853690.3997643,1678853694.7379854,4.338221073150635,2,678,['20000002']
send,1678853703.0685046,1678853708.4778762,5.409371614456177,1,367,['20000002']
recv,1678853716.0148904,1678853716.1738877,0.1589972972869873,3,761,40000004
recv,1678853724.541728,1678853725.3708324,0.8291044235229492,6,1849,40000005
recv,1678853729.4542654,1678853729.5002673,0.04600191116333008,1,222,40000004
recv,1678853732.9424603,1678853733.721566,0.7791056632995605,6,1830,40000003
recv,1678853735.9986954,1678853736.1087227,0.11002731323242188,1,334,40000003
recv,1678853737.405067,1678853737.9971693,0.5921022891998291,3,770,40000005
recv,1678853748.8451774,1678853749.1287913,0.283613920211792,6,1849,40000005
recv,1678853750.1335447,1678853750.3689096,0.2353649139404297,6,1487,40000005
recv,1678853751.6490111,1678853751.982013,0.33300185203552246,6,1431,40000003
recv,1678853755.6172993,1678853756.1032991,0.48599982261657715,6,1830,40000003
recv,1678853759.9027698,1678853759.932769,0.029999256134033203,1,334,40000003
recv,1678853763.967464,1678853764.092558,0.12509393692016602,1,218,40000004
recv,1678853770.5367563,1678853770.585755,0.04899883270263672,6,1550,40000005
recv,1678853771.0828042,1678853771.1017592,0.018954992294311523,1,253,40000005
recv,1678853771.7767556,1678853772.3508399,0.5740842819213867,6,1849,40000005
recv,1678853775.1086435,1678853775.1376436,0.029000043869018555,1,218,40000005
recv,1678853777.0337446,1678853777.297744,0.26399946212768555,6,1487,40000005
recv,1678853781.298381,1678853782.3163805,1.0179994106292725,6,1573,40000005
recv,1678853783.7704766,1678853784.159065,0.38858842849731445,6,1830,40000003
recv,1678853790.3074722,1678853790.5424724,0.2350001335144043,1,334,40000003
recv,1678853791.8196688,1678853792.271669,0.45200014114379883,1,218,40000004
recv,1678853794.8904552,1678853795.3285558,0.43810057640075684,3,703,40000005
recv,1678853797.5186338,1678853797.6896343,0.17100048065185547,1,341,40000004
recv,1678853807.0068922,1678853807.5719893,0.5650970935821533,4,1096,40000005
recv,1678853808.0969894,1678853808.1259897,0.029000282287597656,1,218,40000005
recv,1678853823.3146217,1678853823.7627192,0.44809746742248535,6,1573,40000005
recv,1678853825.753402,1678853826.523502,0.7701001167297363,6,1738,40000004
recv,1678853828.0636964,1678853828.396798,0.3331015110015869,6,1830,40000003
recv,1678853831.4711006,1678853831.5701003,0.0989997386932373,2,621,40000005
recv,1678853841.9734967,1678853842.1334977,0.16000103950500488,1,341,40000004
recv,1678853845.983155,1678853846.1721542,0.18899917602539062,6,1652,40000004
recv,1678853855.4910603,1678853855.5210598,0.029999494552612305,2,659,40000004
recv,1678853864.2160518,1678853864.7606666,0.5446147918701172,6,1573,40000005
recv,1678853866.9313738,1678853867.5014744,0.5701005458831787,6,1482,40000004
recv,1678853870.258298,1678853870.6142979,0.3559999465942383,6,1738,40000004
send,1678853874.8946078,1678853878.140974,3.246366262435913,6,2390,['20000002']
recv,1678853881.5336027,1678853881.5636091,0.03000640869140625,2,563,40000004
send,1678853882.918698,1678853884.4153836,1.49668550491333,6,2049,['20000002']
send,1678853884.5453846,1678853885.6266692,1.081284523010254,6,1988,['20000002']
recv,1678853888.2999296,1678853888.9499583,0.6500287055969238,6,1525,40000003
recv,1678853894.2728288,1678853894.33783,0.06500124931335449,1,341,40000004
recv,1678853897.3694332,1678853897.3954325,0.02599930763244629,1,206,40000004
recv,1678853897.5324335,1678853897.7944329,0.26199936866760254,6,1572,40000005
recv,1678853899.7316573,1678853899.9996567,0.26799941062927246,2,659,40000004
send,1678853900.541755,1678853902.15793,1.6161749362945557,6,1915,['20000002']
recv,1678853902.4740415,1678853903.0840406,0.6099991798400879,3,798,40000005
recv,1678853907.1274216,1678853907.3104236,0.18300199508666992,3,797,40000003
recv,1678853912.2863042,1678853913.145306,0.859001874923706,4,1025,40000005
recv,1678853914.8793604,1678853914.9724183,0.09305787086486816,1,246,40000005
recv,1678853929.5086384,1678853929.536178,0.027539730072021484,2,563,40000004
recv,1678853938.2010221,1678853938.9550242,0.7540020942687988,4,1257,40000005
recv,1678853941.334562,1678853942.150607,0.8160450458526611,6,1525,40000003
recv,1678853943.425634,1678853943.4876826,0.06204867362976074,4,989,40000003
recv,1678853944.2872484,1678853944.3662496,0.07900118827819824,6,1572,40000005
recv,1678853947.08628,1678853947.4772809,0.39100074768066406,2,659,40000004
recv,1678853952.8164282,1678853953.2509663,0.4345381259918213,4,1025,40000005
send,1678853957.505993,1678853957.601037,0.09504413604736328,6,1858,['20000002']
send,1678853957.6559904,1678853957.8000395,0.14404916763305664,6,2281,['20000002']
send,1678853957.9139926,1678853958.0410378,0.1270451545715332,6,1887,['20000002']
send,1678853958.2179928,1678853958.3430378,0.1250450611114502,6,3129,['20000002']
send,1678853958.5079901,1678853958.5990393,0.0910491943359375,6,1898,['20000002']
send,1678853959.9041178,1678853961.606196,1.702078104019165,6,2585,['20000002']
send,1678853963.0511966,1678853963.7972252,0.7460286617279053,6,1916,['20000002']
recv,1678853964.390305,1678853964.9063528,0.5160477161407471,6,1525,40000003
