direction,start time,end time,pack time,pack num,pack chars,assistant num
recv,1678853672.4609263,1678853672.5149238,0.05399751663208008,6,1754,40000005
recv,1678853683.984874,1678853684.0148747,0.030000686645507812,1,306,40000005
recv,1678853690.4027643,1678853692.1478431,1.7450788021087646,6,1643,40000006
recv,1678853693.9799857,1678853694.582036,0.6020503044128418,3,735,40000006
recv,1678853700.0890071,1678853700.4890049,0.3999977111816406,6,1643,40000006
recv,1678853703.952604,1678853704.2256048,0.27300071716308594,3,772,40000006
recv,1678853704.8426058,1678853705.1834872,0.34088134765625,6,1730,40000006
recv,1678853706.275584,1678853707.14178,0.8661959171295166,6,1786,40000006
recv,1678853712.9814873,1678853713.3275902,0.3461029529571533,6,1643,40000006
recv,1678853715.5337887,1678853716.2188926,0.6851038932800293,6,1722,40000006
recv,1678853722.9954798,1678853723.4814794,0.48599958419799805,4,1246,40000006
recv,1678853732.5774612,1678853733.0474608,0.4699995517730713,3,712,40000006
recv,1678853739.4587603,1678853740.5738661,1.1151058673858643,6,1643,40000006
recv,1678853743.390067,1678853744.602166,1.2120988368988037,5,1398,40000006
recv,1678853748.7651782,1678853749.12779,0.3626117706298828,6,1722,40000006
send,1678853759.0375612,1678853760.280363,1.2428019046783447,6,2226,['20000003']
recv,1678853762.7664597,1678853763.054463,0.28800320625305176,6,1613,40000005
recv,1678853769.658551,1678853769.9276545,0.2691035270690918,3,759,40000006
recv,1678853770.8167558,1678853770.8777556,0.06099987030029297,5,1295,40000005
recv,1678853771.1327558,1678853771.1787555,0.045999765396118164,3,848,40000006
send,1678853773.5933502,1678853775.0046449,1.41129469871521,6,2058,['20000003']
send,1678853775.5196428,1678853776.6157398,1.0960969924926758,6,1989,['20000003']
recv,1678853777.7218513,1678853778.0768473,0.3549959659576416,6,1694,40000005
recv,1678853779.161187,1678853779.2291863,0.06799936294555664,6,1679,40000006
send,1678853779.2341871,1678853779.3401875,0.10600042343139648,6,1914,['20000003']
send,1678853780.1792855,1678853781.347382,1.1680965423583984,6,3715,['20000003']
send,1678853782.3163805,1678853783.774476,1.4580955505371094,6,2913,['20000003']
recv,1678853785.9942625,1678853786.3092659,0.3150033950805664,6,1808,40000005
recv,1678853787.7999914,1678853788.872089,1.0720975399017334,6,1746,40000006
recv,1678853790.9025693,1678853791.3686695,0.46610021591186523,6,1795,40000005
recv,1678853793.3064654,1678853794.3404548,1.033989429473877,6,1697,40000005
recv,1678853797.7536333,1678853798.5197337,0.7661004066467285,6,1733,40000006
recv,1678853799.6133568,1678853800.0986972,0.4853403568267822,6,1766,40000005
recv,1678853803.5779579,1678853803.827958,0.2500002384185791,3,848,40000006
recv,1678853806.883891,1678853807.6589906,0.775099515914917,6,1613,40000005
recv,1678853808.5499895,1678853809.5047019,0.9547123908996582,6,1785,40000006
