record time,gener time,old,new,odas,back nodes and time,up nodes and time
1678853609.8698225,1678853609.5655231,921,386,395.74493833132004,,"[['50000002', 0, 1678853609.5785158], ['40000001', 101, 1678853609.8188698], ['30000001', 100, 1678853609.8688726]]"
1678853610.0978222,1678853609.5805156,1755,2249,565.7317005182641,,"[['50000001', 0, 1678853609.6285627], ['40000001', 109, 1678853609.9338226], ['30000001', 100, 1678853610.0978222]]"
1678853610.3368688,1678853609.5965648,2679,3810,1016.7158028310143,,"[['50000005', 0, 1678853609.6445656], ['40000001', 117, 1678853610.2488213], ['30000001', 100, 1678853610.3308756]]"
1678853610.667951,1678853609.5955153,3483,5144,1098.0371527935454,,"[['50000002', 0, 1678853609.6395671], ['40000001', 101, 1678853610.4958675], ['30000001', 100, 1678853610.6578999]]"
1678853610.7999475,1678853609.6115801,4404,6556,1413.5886886846492,,"[['50000006', 0, 1678853609.672868], ['40000001', 136, 1678853610.7049444], ['30000001', 100, 1678853610.7879453]]"
1678853610.9179468,1678853609.643577,5523,8097,2180.372276892534,,"[['50000005', 0, 1678853609.6858249], ['40000001', 117, 1678853610.8528986], ['30000001', 100, 1678853610.9179468]]"
1678853611.15618,1678853609.6558535,6723,10350,3292.3149431889246,,"[['50000003', 0, 1678853609.7008247], ['40000001', 100, 1678853611.1241815], ['30000001', 100, 1678853611.15618]]"
1678853611.4082313,1678853609.6575649,7746,11822,3639.060925300188,,"[['50000006', 0, 1678853609.7198207], ['40000001', 136, 1678853611.2641792], ['30000001', 100, 1678853611.3982313]]"
1678853613.1418903,1678853609.6878695,9039,14177,4001.8511119312793,,"[['50000002', 0, 1678853609.7358205], ['40000001', 101, 1678853611.4482381], ['30000001', 100, 1678853611.5352323]]"
1678853626.1907225,1678853609.68487,10368,17792,4606.754155879215,,"[['50000005', 0, 1678853609.736821], ['40000001', 117, 1678853612.2197924], ['30000001', 100, 1678853620.525472]]"
1678853626.5107243,1678853609.718821,13417,24509,6600.047554791171,,"[['50000001', 0, 1678853609.7948678], ['40000001', 109, 1678853614.9966772], ['30000001', 100, 1678853626.5047238]]"
1678853626.8417244,1678853609.798869,15670,30453,8267.067703952007,,"[['50000003', 0, 1678853609.8408675], ['40000001', 100, 1678853626.4707232], ['30000001', 100, 1678853626.836723]]"
1678853626.9547236,,15939,32901,8620.464806446353,"{'did': '20000001', 'class': '2', 'param': {'up': [['50000017', 0, 1678853609.9158685], ['40000003', 109, 1678853611.343182], ['30000002', 118, 1678853626.2957232], ['20000001', 153, 1678853626.478723]], 'generTime': 1678853609.9018679}, 'type': 'back', 'target': '50000017', 'time': 1678853626.4797235, 'similar': 0.44629015741369793}","[['20000001', 0, 1678853626.492724], ['30000001', 102, 1678853626.9547236]]"
1678853627.31372,,15939,35612,9356.307393892694,"{'did': '20000001', 'class': '6', 'param': {'up': [['50000003', 0, 1678853609.7478225], ['40000001', 100, 1678853613.170971], ['30000001', 100, 1678853626.2967227], ['20000001', 102, 1678853626.6447232]], 'generTime': 1678853609.7078786}, 'type': 'back', 'target': '50000003', 'time': 1678853626.6447232, 'similar': 0.5038973817507709}","[['20000001', 0, 1678853626.6667259], ['30000001', 102, 1678853627.31372]]"
1678853634.1547248,1678853609.7828205,17034,39326,10407.32580252271,,"[['50000004', 0, 1678853609.8538697], ['40000001', 105, 1678853626.7447221], ['30000001', 100, 1678853628.22382]]"
1678853642.555123,,17319,42410,11146.202004742461,"{'did': '20000001', 'class': '3', 'param': {'up': [['50000002', 0, 1678853609.7798197], ['40000001', 101, 1678853613.98158], ['30000001', 100, 1678853626.5167246], ['20000001', 102, 1678853626.8787234]], 'generTime': 1678853609.7208211}, 'type': 'back', 'target': '50000002', 'time': 1678853626.8787234, 'similar': 0.9008406054256983}","[['20000001', 0, 1678853626.8997247], ['30000001', 102, 1678853642.555123]]"
1678853643.1231236,1678853609.7658207,18033,43368,11575.884105695322,,"[['50000001', 0, 1678853609.8628736], ['40000001', 109, 1678853627.1237204], ['30000001', 100, 1678853642.9291232]]"
1678853643.233125,1678853609.8238246,19292,47214,12673.82781475327,,"[['50000005', 0, 1678853609.8858676], ['40000001', 117, 1678853628.8479216], ['30000001', 100, 1678853643.233125]]"
1678853643.3491235,1678853609.8418689,20356,51130,14101.381533028365,,"[['50000002', 0, 1678853609.8998253], ['40000001', 101, 1678853631.7173245], ['30000001', 100, 1678853643.3481226]]"
1678853643.544228,,21304,55385,15420.857199539452,"{'did': '20000001', 'class': '3', 'param': {'up': [['50000006', 0, 1678853609.7978704], ['40000001', 136, 1678853614.5086725], ['30000001', 100, 1678853626.7757225], ['20000001', 102, 1678853627.5358162]], 'generTime': 1678853609.764821}, 'type': 'back', 'target': '50000006', 'time': 1678853627.536816, 'similar': 0.8909034621974868}","[['20000001', 0, 1678853633.7311332], ['30000001', 102, 1678853643.544228]]"
1678853647.6246161,1678853609.8918676,23590,60486,16816.422301290193,,"[['50000003', 0, 1678853609.9518209], ['40000001', 100, 1678853642.4641223], ['30000001', 100, 1678853647.6246161]]"
1678853657.333833,1678853609.906883,25540,134302897,37623008.15681598,,"[['50000004', 0, 1678853609.979872], ['40000001', 105, 1678853643.3912284], ['30000001', 100, 1678853657.333833]]"
1678853657.4568992,1678853609.9468205,28335,134307470,37624329.73286024,,"[['50000007', 0, 1678853610.0078692], ['40000001', 161, 1678853645.7015169], ['30000001', 100, 1678853657.455898]]"
1678853657.9538987,,29027,134310974,37625153.464245155,"{'did': '20000001', 'class': '2', 'param': {'up': [['50000001', 0, 1678853609.922821], ['40000001', 109, 1678853632.309324], ['30000001', 100, 1678853644.775326], ['20000001', 102, 1678853647.612617]], 'generTime': 1678853609.8248687}, 'type': 'back', 'target': '50000001', 'time': 1678853647.612617, 'similar': 0.11043476176527889}","[['20000001', 0, 1678853647.6436162], ['30000001', 102, 1678853657.9538987]]"
1678853660.13203,,29750,134315040,37626348.91896283,"{'did': '20000001', 'class': '6', 'param': {'up': [['50000007', 0, 1678853609.8118784], ['40000001', 161, 1678853622.5722923], ['30000001', 100, 1678853626.9067252], ['20000001', 102, 1678853633.8571343]], 'generTime': 1678853609.7628214}, 'type': 'back', 'target': '50000007', 'time': 1678853633.8571343, 'similar': 0.8601093712340802}","[['20000001', 0, 1678853642.387026], ['30000001', 102, 1678853660.13203]]"
1678853663.5758576,1678853610.0068245,30994,134316413,37627029.56351997,,"[['50000007', 0, 1678853610.0678244], ['40000001', 161, 1678853649.088127], ['30000001', 100, 1678853661.0900297]]"
1678853666.549144,1678853610.0568743,32396,134318487,37627806.20430902,,"[['50000006', 0, 1678853610.0918703], ['40000001', 136, 1678853653.1074638], ['30000001', 100, 1678853663.840945]]"
1678853670.1845195,1678853610.0458686,33824,134320051,37628151.26241941,,"[['50000002', 0, 1678853610.1058686], ['40000001', 101, 1678853656.084737], ['30000001', 100, 1678853667.96424]]"
1678853672.2518473,1678853610.1038682,35818,134322744,37629122.02229114,,"[['50000006', 0, 1678853610.1508198], ['40000001', 136, 1678853657.4698977], ['30000001', 100, 1678853671.1237478]]"
1678853672.3668678,1678853610.0848694,36956,134326771,37631092.810086906,,"[['50000001', 0, 1678853610.1678205], ['40000001', 109, 1678853658.5138988], ['30000001', 100, 1678853672.3668678]]"
1678853672.486925,1678853610.1368203,38232,134331399,37632501.24911361,,"[['50000007', 0, 1678853610.1698198], ['40000001', 161, 1678853659.6729784], ['30000001', 100, 1678853672.486925]]"
1678853672.6429253,1678853610.185823,39271,134334347,37633828.76070768,,"[['50000004', 0, 1678853610.2088208], ['40000001', 105, 1678853662.8231766], ['30000001', 100, 1678853672.6429253]]"
1678853676.1318164,,40190,134339169,37635093.17109141,"{'did': '20000001', 'class': '8', 'param': {'up': [['50000006', 0, 1678853610.0428815], ['40000001', 136, 1678853647.5766196], ['30000001', 100, 1678853658.7629786], ['20000001', 102, 1678853663.259857]], 'generTime': 1678853609.9978704}, 'type': 'back', 'target': '50000006', 'time': 1678853663.259857, 'similar': 0.7155179849349933}","[['20000001', 0, 1678853665.3430455], ['30000001', 102, 1678853676.1318164]]"
1678853676.8898666,,41185,134341324,37635631.08336706,"{'did': '20000001', 'class': '3', 'param': {'up': [['50000003', 0, 1678853610.0468724], ['40000001', 100, 1678853648.1140227], ['30000001', 100, 1678853660.9750302], ['20000001', 102, 1678853668.7983978]], 'generTime': 1678853609.9778204}, 'type': 'back', 'target': '50000003', 'time': 1678853668.7983978, 'similar': 0.12321266387782781}","[['20000001', 0, 1678853671.2647467], ['30000001', 102, 1678853676.8898666]]"
1678853677.387965,,41185,134343075,37636044.28896702,"{'did': '20000001', 'class': '4', 'param': {'up': [['50000005', 0, 1678853610.092871], ['40000001', 117, 1678853653.2314637], ['30000001', 100, 1678853667.9942405], ['20000001', 102, 1678853672.3418472]], 'generTime': 1678853610.0288675}, 'type': 'back', 'target': '50000005', 'time': 1678853672.3418472, 'similar': 0.9947128009847485}","[['20000001', 0, 1678853672.350847], ['30000001', 102, 1678853677.387965]]"
1678853677.6859653,,41185,134344814,37636590.53438732,"{'did': '20000001', 'class': '1', 'param': {'up': [['50000006', 0, 1678853609.999869], ['40000001', 136, 1678853644.706326], ['30000001', 100, 1678853657.448899], ['20000001', 102, 1678853659.3899784]], 'generTime': 1678853609.948821}, 'type': 'back', 'target': '50000006', 'time': 1678853659.3899784, 'similar': 0.9043163694411448}","[['20000001', 0, 1678853663.0768573], ['30000001', 102, 1678853677.6859653]]"
1678853680.2307696,1678853610.2598214,42148,134346994,37637446.38050319,,"[['50000001', 0, 1678853610.269821], ['40000001', 109, 1678853672.9969254], ['30000001', 100, 1678853679.0606713]]"
1678853690.2207644,1678853610.2598214,50076,233052664,78000496.9005347,,"[['50000003', 0, 1678853610.2978241], ['40000001', 100, 1678853676.3198154], ['30000001', 100, 1678853690.2207644]]"
1678853690.3437643,1678853610.2598214,51398,233055803,78001250.96549754,,"[['50000007', 0, 1678853610.296869], ['40000001', 161, 1678853676.3198154], ['30000001', 100, 1678853690.3437643]]"
1678853690.8007634,1678853610.3208673,52533,233056796,78001617.1031607,,"[['50000007', 0, 1678853610.3458211], ['40000001', 161, 1678853676.3198154], ['30000001', 100, 1678853690.8007634]]"
1678853694.1729863,1678853610.319868,55505,233067510,78004325.80334349,,"[['50000006', 0, 1678853610.353821], ['40000001', 136, 1678853680.3713932], ['30000001', 100, 1678853694.1729863]]"
1678853695.0929875,,55904,233072496,78005987.05025615,"{'did': '20000001', 'class': '8', 'param': {'up': [['50000002', 0, 1678853610.2358682], ['40000001', 101, 1678853669.186403], ['30000001', 100, 1678853676.8128672], ['20000001', 102, 1678853685.836971]], 'generTime': 1678853610.1868198}, 'type': 'back', 'target': '50000002', 'time': 1678853685.836971, 'similar': 0.7785996191371821}","[['20000001', 0, 1678853688.1083891], ['30000001', 102, 1678853695.0929875]]"
1678853697.931733,1678853610.4568682,62967,233080408,78011074.58749919,,"[['50000002', 0, 1678853610.4988687], ['40000001', 101, 1678853691.325764], ['30000001', 100, 1678853697.931733]]"
