record time,gener time,old,new,odas,back nodes and time,up nodes and time
1678853610.6799448,1678853609.9518209,0,26203,1675.7383685920584,"[['40000004', 0, 1678853610.6349442], ['50000026', 117, 1678853610.6799448]]","[['50000026', 0, 1678853610.0228739], ['40000004', 117, 1678853610.3008678]]"
1678853611.1151803,1678853610.0118701,0,42071,2890.3135788661234,"[['40000004', 0, 1678853611.0701787], ['50000026', 117, 1678853611.1151803]]","[['50000026', 0, 1678853610.0828223], ['40000004', 117, 1678853610.5008686]]"
1678853611.7561822,1678853610.0748672,0,56089,3550.1180941627053,"[['40000004', 0, 1678853611.599231], ['50000026', 117, 1678853611.7561822]]","[['50000026', 0, 1678853610.1438217], ['40000004', 117, 1678853610.727949]]"
1678853614.3596778,1678853610.132822,0,57583,4024.661108149454,"[['40000004', 0, 1678853614.184583], ['50000026', 117, 1678853614.3596778]]","[['50000026', 0, 1678853610.2068207], ['40000004', 117, 1678853611.3421822]]"
1678853626.4557228,1678853610.199821,0,69175,4577.6318855557465,"[['40000004', 0, 1678853626.3257725], ['50000026', 117, 1678853626.4557228]]","[['50000026', 0, 1678853610.2638214], ['40000004', 117, 1678853626.218724]]"
1678853631.4382226,1678853610.3518207,0,86437,4995.151609113631,"[['40000004', 0, 1678853631.1062217], ['50000026', 117, 1678853631.4372227]]","[['50000026', 0, 1678853610.4158678], ['40000004', 117, 1678853626.664725]]"
1678853650.6602695,1678853610.6909454,0,108759,5876.71517118162,"[['40000004', 0, 1678853650.4551644], ['50000026', 117, 1678853650.6602695]]","[['50000026', 0, 1678853610.7569468], ['40000004', 117, 1678853647.8380034]]"
1678853657.3668342,1678853610.7539446,0,117183,6044.4528110342635,"[['40000004', 0, 1678853657.2758336], ['50000026', 117, 1678853657.3668342]]","[['50000026', 0, 1678853610.8259444], ['40000004', 117, 1678853656.0547361]]"
1678853690.0684872,1678853611.0571787,0,125272,7321.020553878182,"[['40000004', 0, 1678853690.0114834], ['50000026', 117, 1678853690.0684872]]","[['50000026', 0, 1678853611.1241815], ['40000004', 117, 1678853687.2931736]]"
1678853704.6466036,1678853611.4092307,0,127507,7667.124372738417,"[['40000004', 0, 1678853704.5186038], ['50000026', 117, 1678853704.6466036]]","[['50000026', 0, 1678853611.4751837], ['40000004', 117, 1678853701.674202]]"
1678853758.4923637,1678853626.8447237,0,133300,9081.69571182736,"[['40000004', 0, 1678853758.0492585], ['50000026', 117, 1678853758.4923637]]","[['50000026', 0, 1678853626.8977232], ['40000004', 117, 1678853750.4709115]]"
1678853771.1457562,1678853643.1921225,0,135511,9385.624655667109,"[['40000004', 0, 1678853771.1187556], ['50000026', 117, 1678853771.1457562]]","[['50000026', 0, 1678853643.2451222], ['40000004', 117, 1678853770.591754]]"
1678853794.999452,1678853657.3468342,0,137365,9649.252331584386,"[['40000004', 0, 1678853794.731451], ['50000026', 117, 1678853794.999452]]","[['50000026', 0, 1678853657.3828557], ['40000004', 117, 1678853793.036766]]"
1678853806.3062844,1678853610.264821,0,139047,9774.224910296798,"[['20000002', 0, 1678853647.6846166], ['30000003', 100, 1678853700.165005], ['40000004', 100, 1678853805.946284], ['50000026', 117, 1678853806.3062844]]","[['50000026', 0, 1678853610.3108783], ['40000004', 117, 1678853626.7297227], ['30000003', 100, 1678853643.3201234], ['20000002', 100, 1678853647.6676166]]"
1678853819.338197,1678853655.636636,0,142350,10330.651619756482,"[['40000005', 0, 1678853819.175602], ['50000026', 129, 1678853819.338197]]","[['50000026', 0, 1678853657.2548327], ['40000005', 129, 1678853810.5448017]]"
1678853844.0396879,1678853610.859944,0,144109,11175.301647466078,"[['30000003', 0, 1678853718.9981833], ['40000005', 146, 1678853843.9876869], ['50000026', 129, 1678853844.0396879]]","[['50000023', 0, 1678853610.90595], ['40000004', 101, 1678853664.0779464], ['30000003', 100, 1678853717.0018892]]"
1678853844.8467855,1678853610.8879452,0,145515,11186.40602537714,"[['30000003', 0, 1678853720.849283], ['40000005', 146, 1678853844.7167845], ['50000026', 129, 1678853844.8467855]]","[['50000026', 0, 1678853610.9499445], ['40000004', 117, 1678853669.719521], ['30000003', 100, 1678853717.610994]]"
1678853845.3437855,1678853611.0551794,0,146935,11225.004943511469,"[['30000004', 0, 1678853723.27548], ['40000005', 187, 1678853844.8467855], ['50000026', 129, 1678853845.3437855]]","[['50000040', 0, 1678853611.0931325], ['40000006', 152, 1678853702.7705083], ['30000004', 100, 1678853720.0021834]]"
1678853855.461059,1678853611.0571787,0,149836,11573.302988132658,"[['30000004', 0, 1678853726.3729355], ['40000005', 187, 1678853854.2682633], ['50000026', 129, 1678853855.461059]]","[['50000035', 0, 1678853611.1121798], ['40000006', 103, 1678853703.090504], ['30000004', 100, 1678853724.7757266]]"
1678853856.0760605,1678853611.0571787,0,151240,11861.977616246722,"[['30000004', 0, 1678853728.5341866], ['40000005', 187, 1678853855.0209541], ['50000026', 129, 1678853856.0760605]]","[['50000038', 0, 1678853611.1251793], ['40000006', 113, 1678853703.090504], ['30000004', 100, 1678853726.030933]]"
1678853856.49816,1678853611.1211832,0,151647,11971.077845755559,"[['30000004', 0, 1678853729.673264], ['40000005', 187, 1678853855.6430597], ['50000026', 129, 1678853856.49816]]","[['50000038', 0, 1678853611.1661432], ['40000006', 113, 1678853703.7035055], ['30000004', 100, 1678853726.684038]]"
1678853874.0925019,1678853610.6039474,0,153824,12362.113006657728,"[['20000003', 0, 1678853730.7282665], ['30000004', 100, 1678853764.9666562], ['40000005', 187, 1678853873.494503], ['50000026', 129, 1678853874.0925019]]","[['50000017', 0, 1678853610.6279001], ['40000003', 109, 1678853673.4149256], ['30000003', 140, 1678853729.0622668], ['20000003', 176, 1678853730.1722674]]"
1678853875.0786083,1678853610.7099488,0,155236,12465.555105812928,"[['30000003', 0, 1678853771.0897577], ['40000005', 146, 1678853874.8116105], ['50000026', 129, 1678853875.0786083]]","[['50000017', 0, 1678853610.78295], ['40000003', 109, 1678853695.7895327], ['30000003', 140, 1678853770.6957557]]"
1678853880.3965008,1678853611.1361797,0,156656,12705.093639735049,"[['30000003', 0, 1678853756.2612987], ['40000005', 146, 1678853880.2384012], ['50000026', 129, 1678853880.3965008]]","[['50000026', 0, 1678853611.1981816], ['40000004', 117, 1678853690.9287593], ['30000003', 100, 1678853755.2071996]]"
1678853883.0446975,1678853611.2401302,0,158068,13369.643781212962,"[['30000004', 0, 1678853752.5440135], ['40000005', 187, 1678853882.8816984], ['50000026', 129, 1678853883.0446975]]","[['50000036', 0, 1678853611.313182], ['40000006', 100, 1678853716.8488903], ['30000004', 100, 1678853749.8538108]]"
1678853884.4813805,1678853609.9458213,0,159752,13719.813625706545,"[['20000002', 0, 1678853647.733619], ['30000003', 100, 1678853738.1701703], ['40000005', 146, 1678853883.9477956], ['50000026', 129, 1678853884.4813805]]","[['50000016', 0, 1678853610.0018697], ['40000003', 123, 1678853613.7935805], ['30000002', 118, 1678853643.8113232], ['20000002', 126, 1678853647.7156649]]"
1678853888.7488747,1678853626.437724,0,161160,14240.39098476633,"[['30000004', 0, 1678853807.9269893], ['40000005', 187, 1678853888.3868756], ['50000026', 129, 1678853888.7488747]]","[['50000036', 0, 1678853626.4757228], ['40000006', 100, 1678853771.487757], ['30000004', 100, 1678853806.3342826]]"
1678853897.610432,1678853643.114125,0,162568,14858.241027185795,"[['30000003', 0, 1678853897.2914066], ['40000004', 100, 1678853897.4284344], ['50000026', 117, 1678853897.610432]]","[['50000026', 0, 1678853643.1831226], ['40000004', 117, 1678853770.803755], ['30000003', 100, 1678853893.4548295]]"
1678853915.271957,1678853643.3161232,0,163984,15431.020989813369,"[['30000003', 0, 1678853909.4120462], ['40000005', 146, 1678853914.7084134], ['50000026', 129, 1678853915.271957]]","[['50000026', 0, 1678853643.3771238], ['40000004', 117, 1678853776.5087402], ['30000003', 100, 1678853905.7783237]]"
1678853916.4189425,1678853626.5797224,0,165394,15591.078813701282,"[['30000003', 0, 1678853916.0048978], ['40000005', 146, 1678853916.216943], ['50000026', 129, 1678853916.4189425]]","[['50000026', 0, 1678853626.6137242], ['40000004', 117, 1678853739.8037603], ['30000003', 100, 1678853910.832117]]"
