direction,start time,end time,pack time,pack num,pack chars,assistant num
recv,1678853626.273722,1678853626.2907236,0.017001628875732422,1,364,30000003
recv,1678853643.3641224,1678853643.3982282,0.034105777740478516,2,561,30000003
recv,1678853690.078488,1678853690.1387641,0.060276031494140625,6,1795,30000003
recv,1678853698.9969285,1678853699.46193,0.46500158309936523,6,1795,30000003
recv,1678853700.7430022,1678853701.3961084,0.6531062126159668,2,678,30000003
recv,1678853707.1707795,1678853707.2027795,0.032000064849853516,1,290,30000002
recv,1678853710.1451817,1678853711.0832865,0.9381048679351807,1,367,30000003
recv,1678853720.8172836,1678853721.7093823,0.8920986652374268,2,565,30000002
recv,1678853731.400359,1678853731.5653613,0.16500234603881836,1,396,30000002
recv,1678853755.6802976,1678853755.8052988,0.1250011920928955,1,398,30000002
recv,1678853880.8555002,1678853881.440601,0.5851008892059326,7,2379,30000003
recv,1678853888.6538758,1678853889.1540573,0.5001814365386963,6,2049,30000003
recv,1678853891.262739,1678853891.6207318,0.35799288749694824,6,1988,30000003
recv,1678853907.0014203,1678853907.503422,0.5020017623901367,6,1915,30000003
recv,1678853958.172038,1678853958.2469888,0.0749506950378418,6,1858,30000003
recv,1678853958.4729915,1678853958.535039,0.062047481536865234,7,2263,30000003
recv,1678853960.1230698,1678853960.4961152,0.3730454444885254,6,1887,30000003
recv,1678853963.1442113,1678853963.5942714,0.4500601291656494,9,3093,30000003
recv,1678853965.0053523,1678853965.235302,0.2299497127532959,6,1898,30000003
recv,1678853965.8153512,1678853966.4534252,0.6380739212036133,9,2549,30000003
recv,1678853968.722508,1678853969.4115074,0.6889994144439697,6,1916,30000003
