record time,gener time,old,new,odas,back nodes and time,up nodes and time
1678853609.7468207,1678853609.643577,0,1583,281.4426694961608,,"[['50000008', 0, 1678853609.672868], ['40000002', 144, 1678853609.7468207]]"
1678853609.8298676,1678853609.67187,0,7550,1211.6786412419356,,"[['50000009', 0, 1678853609.7358205], ['40000002', 123, 1678853609.8298676]]"
1678853609.9058678,1678853609.7078786,0,12716,1874.768445867267,,"[['50000008', 0, 1678853609.7348213], ['40000002', 144, 1678853609.9058678]]"
1678853609.9748204,1678853609.6868718,0,18970,2985.1160915373935,,"[['50000010', 0, 1678853609.7478225], ['40000002', 109, 1678853609.9748204]]"
1678853610.0528257,1678853609.7078786,0,27646,4472.125782751377,,"[['50000011', 0, 1678853609.7638218], ['40000002', 101, 1678853610.0528257]]"
1678853610.1388214,1678853609.7628214,0,34027,5215.729416816361,,"[['50000008', 0, 1678853609.7778213], ['40000002', 144, 1678853610.1388214]]"
1678853610.2078223,1678853609.7328207,0,38634,6109.414392880977,,"[['50000014', 0, 1678853609.7838213], ['40000002', 117, 1678853610.2078223]]"
1678853610.2788277,1678853609.737821,0,46482,6821.26640631069,,"[['50000009', 0, 1678853609.793869], ['40000002', 123, 1678853610.2788277]]"
1678853610.4448688,1678853609.8118784,0,54920,8017.95548271792,,"[['50000008', 0, 1678853609.8308673], ['40000002', 144, 1678853610.4298232]]"
1678853610.5459461,1678853609.7658207,0,60322,8845.836683167612,,"[['50000011', 0, 1678853609.8248687], ['40000002', 101, 1678853610.536899]]"
1678853610.738949,1678853609.814868,0,66998,9360.6204703052,,"[['50000010', 0, 1678853609.8758693], ['40000002', 109, 1678853610.7329004]]"
1678853610.9359465,1678853609.7928255,0,74835,10388.913493751494,,"[['50000009', 0, 1678853609.872872], ['40000002', 123, 1678853610.9329467]]"
1678853611.1621299,1678853609.8268688,0,81837,11086.093533774232,,"[['50000011', 0, 1678853609.8898675], ['40000002', 101, 1678853611.1621299]]"
1678853611.30118,1678853609.8298676,0,88530,11515.990452146389,,"[['50000014', 0, 1678853609.9008672], ['40000002', 117, 1678853611.287181]]"
1678853611.7571824,1678853609.8718717,0,98296,12634.363801061972,,"[['50000012', 0, 1678853609.9318213], ['40000002', 100, 1678853611.514186]]"
1678853617.0308747,1678853609.861872,0,115308,14269.635113738213,,"[['50000009', 0, 1678853609.9328196], ['40000002', 123, 1678853612.2477925]]"
1678853624.7101312,1678853609.8708718,0,119571,14786.53186182963,,"[['50000010', 0, 1678853609.9338226], ['40000002', 109, 1678853618.5329535]]"
