record time,gener time,old,new,odas,back nodes and time,up nodes and time
1678853609.625563,1678853609.5315151,0,2246,269.2919930550504,,"[['50000001', 0, 1678853609.5335176], ['40000001', 109, 1678853609.625563]]"
1678853609.7048693,1678853609.5335176,0,7904,941.0612531005751,,"[['50000002', 0, 1678853609.547564], ['40000001', 101, 1678853609.702869]]"
1678853609.7818208,1678853609.5935144,0,14200,1716.2256901372268,,"[['50000004', 0, 1678853609.5955153], ['40000001', 105, 1678853609.7818208]]"
1678853609.8738718,1678853609.5665152,0,19806,2147.8711976874047,,"[['50000003', 0, 1678853609.625563], ['40000001', 100, 1678853609.8738718]]"
1678853609.9608207,1678853609.6405187,0,27567,3454.7819768656364,,"[['50000007', 0, 1678853609.6425648], ['40000001', 161, 1678853609.9608207]]"
1678853610.0528257,1678853609.6095684,0,33639,4746.296347709105,,"[['50000003', 0, 1678853609.656517], ['40000001', 100, 1678853610.0528257]]"
1678853610.1528206,1678853609.6275635,0,40077,5042.039061795086,,"[['50000002', 0, 1678853609.672868], ['40000001', 101, 1678853610.1438217]]"
1678853610.245821,1678853609.6265635,0,46278,5950.887271720358,,"[['50000001', 0, 1678853609.702869], ['40000001', 109, 1678853610.2388682]]"
1678853610.3478208,1678853609.6575649,0,50544,6986.100182552213,,"[['50000002', 0, 1678853609.703868], ['40000001', 101, 1678853610.3348217]]"
1678853610.521823,1678853609.658645,0,55086,7150.169411451152,,"[['50000004', 0, 1678853609.718821], ['40000001', 105, 1678853610.521823]]"
1678853610.6689546,1678853609.67187,0,61922,7580.341291604351,,"[['50000001', 0, 1678853609.737821], ['40000001', 109, 1678853610.6609466]]"
1678853610.8699455,1678853609.7078786,0,68801,8848.506884722696,,"[['50000006', 0, 1678853609.7478225], ['40000001', 136, 1678853610.8699455]]"
1678853611.0811787,1678853609.7068772,0,75321,9921.299474257235,,"[['50000007', 0, 1678853609.7518673], ['40000001', 161, 1678853611.0811787]]"
1678853611.363236,1678853609.7328207,0,83233,10962.495616207954,,"[['50000005', 0, 1678853609.7818208], ['40000001', 117, 1678853611.3512452]]"
1678853614.3556778,1678853609.7178206,0,98147,12365.566190204092,,"[['50000004', 0, 1678853609.7958674], ['40000001', 105, 1678853611.6081831]]"
1678853622.163669,1678853609.7508688,0,103761,13128.164522185802,,"[['50000003', 0, 1678853609.7978704], ['40000001', 100, 1678853614.7286782]]"
1678853626.1777241,1678853609.7768202,0,109483,13853.572661703602,,"[['50000005', 0, 1678853609.8308673], ['40000001', 117, 1678853622.350292]]"
1678853626.269724,1678853609.764821,0,115401,15184.922282205787,,"[['50000002', 0, 1678853609.8258703], ['40000001', 101, 1678853626.2597244]]"
1678853626.3747237,1678853609.7978704,0,121112,15481.236310953154,,"[['50000002', 0, 1678853609.8548243], ['40000001', 101, 1678853626.3747237]]"
1678853626.4997258,1678853609.8118784,0,128602,16643.118274783454,,"[['50000006', 0, 1678853609.8568735], ['40000001', 136, 1678853626.4857228]]"
1678853626.5977228,1678853609.8248687,0,134646,17393.579042899022,,"[['50000007', 0, 1678853609.8788676], ['40000001', 161, 1678853626.5977228]]"
1678853626.7227232,1678853609.8438742,0,141584,18207.72139250787,,"[['50000003', 0, 1678853609.8868692], ['40000001', 100, 1678853626.7127228]]"
1678853626.8017268,1678853609.8408675,0,145167,19056.876240850594,,"[['50000004', 0, 1678853609.9028697], ['40000001', 105, 1678853626.8017268]]"
1678853626.891723,1678853609.85987,0,150698,19689.78760368298,,"[['50000006', 0, 1678853609.9008672], ['40000001', 136, 1678853626.891723]]"
1678853632.8364265,1678853609.8698225,0,166438,21219.427535250634,,"[['50000005', 0, 1678853609.9308217], ['40000001', 117, 1678853627.78382]]"
1678853641.899026,1678853609.874874,0,171338,21759.4068434131,,"[['50000002', 0, 1678853609.94782], ['40000001', 101, 1678853634.0291348]]"
1678853643.114125,1678853609.8758693,0,175593,21945.83025723904,,"[['50000001', 0, 1678853609.9628215], ['40000001', 109, 1678853642.3350267]]"
1678853643.197124,1678853609.9208214,0,180912,22847.311404116062,,"[['50000005', 0, 1678853609.969821], ['40000001', 117, 1678853643.197124]]"
1678853643.297122,1678853609.9218202,0,186628,23928.33221353288,,"[['50000002', 0, 1678853609.982867], ['40000001', 101, 1678853643.297122]]"
1678853643.3912284,1678853609.9348202,0,193363,24916.351294277676,,"[['50000003', 0, 1678853609.9978704], ['40000001', 100, 1678853643.3912284]]"
1678853643.9793258,1678853609.969821,0,198245,25732.85402128522,,"[['50000005', 0, 1678853610.0148678], ['40000001', 117, 1678853643.482229]]"
1678853647.524615,1678853609.9318213,0,206044,26663.968518512356,,"[['50000001', 0, 1678853610.0278685], ['40000001', 109, 1678853644.5743263]]"
1678853647.603616,1678853609.9618206,0,212599,27202.096050980657,,"[['50000002', 0, 1678853610.0438673], ['40000001', 101, 1678853647.603616]]"
1678853647.695665,1678853609.9648204,0,218463,28130.149706342716,,"[['50000004', 0, 1678853610.0468724], ['40000001', 105, 1678853647.695665]]"
1678853648.5900211,1678853609.9778204,0,225708,29383.919469971355,,"[['50000001', 0, 1678853610.0678244], ['40000001', 109, 1678853647.8016157]]"
1678853652.6264637,1678853610.0218234,0,232020,29906.04981998205,,"[['50000003', 0, 1678853610.0938675], ['40000001', 100, 1678853648.9291263]]"
1678853652.864463,,0,234666,30016.466855839317,"{'did': '30000001', 'class': '1', 'param': {'up': [['50000002', 0, 1678853609.5785158], ['40000001', 101, 1678853609.8188698], ['30000001', 100, 1678853609.8688726]], 'generTime': 1678853609.5655231}, 'type': 'back', 'target': '50000002', 'time': 1678853609.8698225, 'similar': 0.024695737913711602}","[['30000001', 0, 1678853609.8868692], ['40000001', 100, 1678853652.8634627]]"
1678853655.6646354,1678853610.0278685,0,240997,30605.700283702346,,"[['50000004', 0, 1678853610.1078677], ['40000001', 105, 1678853653.5045402]]"
1678853656.0837362,,0,245273,30750.038723211088,"{'did': '30000001', 'class': '6', 'param': {'up': [['50000001', 0, 1678853609.6285627], ['40000001', 109, 1678853609.9338226], ['30000001', 100, 1678853610.0978222]], 'generTime': 1678853609.5805156}, 'type': 'back', 'target': '50000001', 'time': 1678853610.0978222, 'similar': 0.2718385852867393}","[['30000001', 0, 1678853610.1178677], ['40000001', 100, 1678853656.0837362]]"
1678853657.233834,1678853610.0268676,0,250120,31614.462344124706,,"[['50000001', 0, 1678853610.1298783], ['40000001', 109, 1678853656.5208337]]"
1678853657.3208327,1678853610.086868,0,254665,31917.275915121347,,"[['50000005', 0, 1678853610.1388214], ['40000001', 117, 1678853657.3208327]]"
1678853657.4118993,1678853610.06687,0,261551,33887.57891842321,,"[['50000003', 0, 1678853610.16082], ['40000001', 100, 1678853657.410898]]"
1678853657.499899,1678853610.0908844,0,268086,34878.25059335102,,"[['50000002', 0, 1678853610.1678205], ['40000001', 101, 1678853657.499899]]"
1678853657.5878983,1678853610.086868,0,273062,35530.85470648425,,"[['50000004', 0, 1678853610.1748202], ['40000001', 105, 1678853657.5878983]]"
1678853662.4191756,1678853610.1278226,0,284420,37166.13595438806,,"[['50000002', 0, 1678853610.1928253], ['40000001', 101, 1678853658.7629786]]"
1678853664.645046,1678853610.1228678,0,289084,37665.872626400174,,"[['50000003', 0, 1678853610.2028205], ['40000001', 100, 1678853662.6581762]]"
1678853668.3743443,1678853610.1988215,0,293212,38108.70125022557,,"[['50000005', 0, 1678853610.2358682], ['40000001', 117, 1678853664.952045]]"
1678853671.029748,1678853610.1988215,0,299148,38942.285708214346,,"[['50000007', 0, 1678853610.2378676], ['40000001', 161, 1678853669.153402]]"
1678853672.252847,1678853610.1968205,0,301534,39060.16643900694,,"[['50000003', 0, 1678853610.2418675], ['40000001', 100, 1678853671.3587475]]"
1678853672.3438473,1678853610.185823,0,306852,40030.32183657072,,"[['50000006', 0, 1678853610.243821], ['40000001', 136, 1678853672.3438473]]"
1678853672.4259257,1678853610.2598214,0,309920,40893.487260915506,,"[['50000005', 0, 1678853610.2718203], ['40000001', 117, 1678853672.4259257]]"
1678853672.518926,1678853610.2568212,0,316933,41827.250571970566,,"[['50000002', 0, 1678853610.2788277], ['40000001', 101, 1678853672.518926]]"
1678853678.7470586,1678853610.3208673,1986,331497,44500.01594171354,,"[['50000001', 0, 1678853610.3398213], ['40000001', 109, 1678853677.2039642]]"
1678853680.9014883,,2800,337019,45624.02228272936,"{'did': '30000001', 'class': '8', 'param': {'up': [['50000005', 0, 1678853609.6445656], ['40000001', 117, 1678853610.2488213], ['30000001', 100, 1678853610.3308756]], 'generTime': 1678853609.5965648}, 'type': 'back', 'target': '50000005', 'time': 1678853610.3308756, 'similar': 0.19928425425834295}","[['30000001', 0, 1678853610.411872], ['40000001', 100, 1678853680.9014883]]"
1678853683.968875,1678853610.3698206,2800,338522,45921.45111284628,,"[['50000005', 0, 1678853610.4168687], ['40000001', 117, 1678853682.1415875]]"
1678853686.4470756,1678853610.3708203,2800,342692,46218.00361060712,,"[['50000003', 0, 1678853610.4148228], ['40000001', 100, 1678853684.762357]]"
1678853688.421389,1678853610.3518207,2800,346833,46924.725042752056,,"[['50000004', 0, 1678853610.4148228], ['40000001', 105, 1678853686.7970767]]"
1678853690.029483,1678853610.3598213,2800,349213,47135.91360855567,,"[['50000002', 0, 1678853610.4248676], ['40000001', 101, 1678853688.8904896]]"
1678853690.113764,1678853610.4038694,2800,353607,47963.62664242697,,"[['50000001', 0, 1678853610.4308674], ['40000001', 109, 1678853690.113764]]"
1678853690.1997657,1678853610.4588678,2800,359718,49120.773922801825,,"[['50000004', 0, 1678853610.478869], ['40000001', 105, 1678853690.1997657]]"
1678853692.2788422,1678853610.5228677,2800,379991,53758.227646669184,,"[['50000003', 0, 1678853610.5589461], ['40000001', 100, 1678853692.2788422]]"
1678853695.5079868,1678853610.5749485,4704,391761,57019.97236749818,,"[['50000003', 0, 1678853610.6169457], ['40000001', 100, 1678853695.5079868]]"
1678853703.4355037,,6553,41476836,16955239.86894017,"{'did': '30000001', 'class': '8', 'param': {'up': [['50000002', 0, 1678853609.6395671], ['40000001', 101, 1678853610.4958675], ['30000001', 100, 1678853610.6578999]], 'generTime': 1678853609.5955153}, 'type': 'back', 'target': '50000002', 'time': 1678853610.6589448, 'similar': 0.8227923136298197}","[['30000001', 0, 1678853610.6809459], ['40000001', 100, 1678853703.4355037]]"
1678853704.3046038,1678853610.7079532,6553,41487769,16957810.830268353,,"[['50000002', 0, 1678853610.7319448], ['40000001', 101, 1678853704.3046038]]"
1678853707.3917754,1678853610.7439501,7871,41500386,16961587.38318891,,"[['50000006', 0, 1678853610.791945], ['40000001', 136, 1678853707.3907754]]"
1678853711.714286,1678853610.8378992,9692,41509041,16963919.20714293,,"[['50000002', 0, 1678853610.8639483], ['40000001', 101, 1678853711.714286]]"
1678853720.127284,,13465,89528619,35119575.693399504,"{'did': '30000001', 'class': '4', 'param': {'up': [['50000006', 0, 1678853609.672868], ['40000001', 136, 1678853610.7049444], ['30000001', 100, 1678853610.7879453]], 'generTime': 1678853609.6115801}, 'type': 'back', 'target': '50000006', 'time': 1678853610.7879453, 'similar': 0.7562656470589655}","[['30000001', 0, 1678853610.8119586], ['40000001', 100, 1678853720.127284]]"
1678853730.0802677,1678853610.8739467,14554,108639926,40900850.45605023,,"[['50000007', 0, 1678853610.931947], ['40000001', 161, 1678853730.0802677]]"
1678853731.099361,1678853610.9199462,15258,108646429,40901922.27627672,,"[['50000003', 0, 1678853610.9549444], ['40000001', 100, 1678853731.099361]]"
1678853731.991363,1678853610.9139764,15258,108650319,40902528.481583744,,"[['50000002', 0, 1678853610.965946], ['40000001', 101, 1678853731.991363]]"
1678853733.5374603,1678853610.926945,15258,108656415,40903348.85219475,,"[['50000001', 0, 1678853610.971945], ['40000001', 109, 1678853733.5374603]]"
1678853736.2756422,1678853610.9969473,15258,108673603,40906570.864328764,,"[['50000007', 0, 1678853611.0491786], ['40000001', 161, 1678853736.2756422]]"
1678853748.9371781,1678853611.0931325,19483,128759760,48236593.005215414,,"[['50000002', 0, 1678853611.1311846], ['40000001', 101, 1678853748.9371781]]"
1678853756.9695811,,19483,154053447,54484980.3193898,"{'did': '30000001', 'class': '9', 'param': {'up': [['50000005', 0, 1678853609.6858249], ['40000001', 117, 1678853610.8528986], ['30000001', 100, 1678853610.9179468]], 'generTime': 1678853609.643577}, 'type': 'back', 'target': '50000005', 'time': 1678853610.9179468, 'similar': 0.4941080893672656}","[['30000001', 0, 1678853610.928946], ['40000001', 100, 1678853756.9695811]]"
1678853768.193942,,21113,189879710,67395118.53856874,"{'did': '30000001', 'class': '6', 'param': {'up': [['50000003', 0, 1678853609.7008247], ['40000001', 100, 1678853611.1241815], ['30000001', 100, 1678853611.15618]], 'generTime': 1678853609.6558535}, 'type': 'back', 'target': '50000003', 'time': 1678853611.15618, 'similar': 0.7208312475812068}","[['30000001', 0, 1678853611.2211316], ['40000001', 100, 1678853768.193942]]"
1678853770.5407562,1678853611.2101796,21113,189883532,67395683.93226163,,"[['50000007', 0, 1678853611.2221313], ['40000001', 161, 1678853770.5407562]]"
1678853770.6197555,1678853611.18518,21113,189888166,67396567.83510107,,"[['50000002', 0, 1678853611.2251306], ['40000001', 101, 1678853770.6197555]]"
1678853770.7137587,1678853611.1741786,21113,189894256,67397082.19247074,,"[['50000006', 0, 1678853611.2511795], ['40000001', 136, 1678853770.7137587]]"
1678853770.7977564,1678853611.2111814,21113,189900267,67397515.08410147,,"[['50000003', 0, 1678853611.260135], ['40000001', 100, 1678853770.7977564]]"
1678853770.886756,1678853611.2421792,21113,189904334,67398203.21402286,,"[['50000002', 0, 1678853611.2861803], ['40000001', 101, 1678853770.886756]]"
1678853770.9797568,1678853611.2881925,21113,189910677,67399521.65535107,,"[['50000004', 0, 1678853611.3141813], ['40000001', 105, 1678853770.9797568]]"
1678853771.0687604,1678853611.3311784,21113,189914644,67399777.37190323,,"[['50000002', 0, 1678853611.3411846], ['40000001', 101, 1678853771.0678046]]"
1678853771.253756,1678853611.4051855,21113,189926278,67402025.63544051,,"[['50000003', 0, 1678853611.443232], ['40000001', 100, 1678853771.253756]]"
1678853779.2161868,1678853611.4831848,22951,218774376,69570872.88928762,,"[['50000005', 0, 1678853611.5272346], ['40000001', 117, 1678853779.2161868]]"
1678853779.3111863,1678853611.5131836,22951,218778649,69571531.58210613,,"[['50000006', 0, 1678853611.538232], ['40000001', 136, 1678853779.3111863]]"
