direction,start time,end time,pack time,pack num,pack chars,assistant num
recv,1678853626.4477236,1678853626.4687235,0.020999908447265625,1,385,30000002
recv,1678853777.315744,1678853777.561848,0.24610400199890137,8,2589,30000001
recv,1678853779.1291866,1678853779.1701875,0.0410008430480957,7,2063,30000001
recv,1678853782.2553816,1678853782.7223818,0.46700024604797363,11,3417,30000001
recv,1678853784.1620643,1678853785.5252666,1.3632023334503174,6,2154,30000001
recv,1678853788.9000888,1678853789.6032386,0.7031497955322266,6,1992,30000001
recv,1678853790.461472,1678853790.945569,0.4840970039367676,6,1982,30000001
recv,1678853791.86467,1678853792.614767,0.7500970363616943,6,1935,30000001
recv,1678853793.6837654,1678853794.8254552,1.1416897773742676,6,2070,30000001
recv,1678853796.0345562,1678853796.6166341,0.5820779800415039,7,2063,30000001
