record time,gener time,old,new,odas,back nodes and time,up nodes and time
1678796195.8027186,1678796195.6154325,0,10857,626.2592268431792,"[['40000005', 0, 1678796195.7541533], ['50000029', 100, 1678796195.8027186]]","[['50000029', 0, 1678796195.6174278], ['40000005', 100, 1678796195.7262151]]"
1678796210.482226,1678796195.663303,0,16268,1729.1155680493646,"[['30000003', 0, 1678796196.8795724], ['40000004', 100, 1678796209.9729004], ['50000029', 192, 1678796210.482226]]","[['50000029', 0, 1678796195.711954], ['40000005', 100, 1678796196.7284648], ['30000003', 146, 1678796196.8366148]]"
1678796211.6347697,1678796195.7099183,0,17684,2037.8543260982008,"[['30000003', 0, 1678796211.4216392], ['40000004', 100, 1678796211.5719304], ['50000029', 192, 1678796211.6347697]]","[['50000029', 0, 1678796195.7694623], ['40000005', 100, 1678796199.7034445], ['30000003', 146, 1678796209.8641865]]"
1678796215.7621758,1678796195.9735913,0,19092,2472.800541889891,"[['30000004', 0, 1678796212.1366615], ['40000005', 187, 1678796215.5128386], ['50000029', 100, 1678796215.7621758]]","[['50000040', 0, 1678796196.0002122], ['40000006', 152, 1678796207.8032126], ['30000004', 100, 1678796212.123694]]"
1678796216.1681275,1678796196.0432534,0,20510,2770.277055832782,"[['30000004', 0, 1678796212.4265122], ['40000005', 187, 1678796216.011839], ['50000029', 100, 1678796216.1681275]]","[['50000036', 0, 1678796196.1050618], ['40000006', 100, 1678796210.8051932], ['30000004', 100, 1678796212.3937662]]"
1678796216.4035306,1678796195.9097602,0,22925,3363.1303273437343,"[['30000004', 0, 1678796211.8626761], ['40000005', 187, 1678796216.196053], ['50000029', 100, 1678796216.4035306]]","[['50000039', 0, 1678796195.983951], ['40000006', 129, 1678796206.0208774], ['30000004', 100, 1678796211.8484154]]"
1678796216.5871227,1678796196.077137,0,24334,3632.9445208334605,"[['30000004', 0, 1678796212.5008092], ['40000005', 187, 1678796216.308752], ['50000029', 100, 1678796216.5871227]]","[['50000037', 0, 1678796196.1669967], ['40000006', 103, 1678796211.2064278], ['30000004', 100, 1678796212.4867573]]"
1678796216.775711,1678796195.7531238,0,24742,3670.721704407228,"[['30000003', 0, 1678796212.775928], ['40000005', 146, 1678796216.368593], ['50000029', 100, 1678796216.775711]]","[['50000029', 0, 1678796195.8153415], ['40000005', 100, 1678796205.0440938], ['30000003', 146, 1678796212.016279]]"
