record time,gener time,old,new,odas,back nodes and time,up nodes and time
1678853610.1808207,1678853610.0848694,0,2089,400.41543052920633,,"[['50000033', 0, 1678853610.104869], ['40000006', 129, 1678853610.16282]]"
1678853610.25482,1678853610.108868,0,5891,723.5987668992398,,"[['50000035', 0, 1678853610.1198688], ['40000006', 103, 1678853610.2518208]]"
1678853610.3368688,1678853610.070869,0,11131,1503.6643077476845,,"[['50000034', 0, 1678853610.116868], ['40000006', 113, 1678853610.3308756]]"
1678853610.4438684,1678853610.1968205,0,18256,2346.7151255408094,,"[['50000034', 0, 1678853610.21882], ['40000006', 113, 1678853610.425868]]"
1678853610.5288732,1678853610.2038214,0,22320,2697.87525995446,,"[['50000039', 0, 1678853610.2208202], ['40000006', 129, 1678853610.5288732]]"
1678853610.6219497,1678853610.1868198,0,31029,3951.092639682666,,"[['50000033', 0, 1678853610.2488213], ['40000006', 129, 1678853610.613947]]"
1678853610.7079532,1678853610.2598214,0,36247,4834.749638689965,,"[['50000035', 0, 1678853610.269821], ['40000006', 103, 1678853610.7079532]]"
1678853610.801948,1678853610.21882,0,44121,5306.928005347313,,"[['50000040', 0, 1678853610.2718203], ['40000006', 152, 1678853610.7928996]]"
1678853610.8879452,1678853610.2578201,0,49949,6541.5831783252415,,"[['50000034', 0, 1678853610.2978241], ['40000006', 113, 1678853610.8879452]]"
1678853611.0441823,1678853610.2628202,0,57779,7369.18444864555,,"[['50000036', 0, 1678853610.2938225], ['40000006', 100, 1678853611.0361838]]"
1678853611.1961806,1678853610.2658203,0,63771,8063.656003184606,,"[['50000040', 0, 1678853610.3158689], ['40000006', 152, 1678853611.1961806]]"
1678853611.393187,1678853610.3208673,0,69128,8918.167032074196,,"[['50000038', 0, 1678853610.3328676], ['40000006', 113, 1678853611.3872333]]"
1678853614.6326745,1678853610.319868,0,85981,10817.343235574042,,"[['50000035', 0, 1678853610.3768759], ['40000006', 103, 1678853611.7171817]]"
1678853622.9932928,1678853610.3598213,0,91579,11487.742994557837,,"[['50000034', 0, 1678853610.411872], ['40000006', 113, 1678853615.854781]]"
1678853626.1887236,1678853610.3588202,0,96481,11809.110803908698,,"[['50000039', 0, 1678853610.4298232], ['40000006', 129, 1678853623.897939]]"
1678853626.2717242,1678853610.3698206,0,102162,12242.12328865963,,"[['50000035', 0, 1678853610.4288697], ['40000006', 103, 1678853626.265723]]"
1678853626.393724,1678853610.3588202,0,106716,13059.080607456395,,"[['50000033', 0, 1678853610.4378688], ['40000006', 129, 1678853626.393724]]"
1678853626.497723,1678853610.362821,0,111883,13907.465563330525,,"[['50000040', 0, 1678853610.4448688], ['40000006', 152, 1678853626.4907234]]"
