direction,start time,end time,pack time,pack num,pack chars,assistant num
send,1678853690.3977635,1678853691.9458447,1.5480811595916748,6,1737,['30000002']
send,1678853694.544987,1678853695.7415345,1.196547508239746,6,1574,['30000002']
send,1678853696.7125347,1678853698.2948337,1.582298994064331,4,1149,['30000002']
send,1678853700.590001,1678853701.657202,1.0672008991241455,5,1404,['30000002']
send,1678853702.5495062,1678853702.9065058,0.35699963569641113,2,630,['30000002']
send,1678853703.253503,1678853703.4715009,0.21799778938293457,4,1147,['30000002']
send,1678853704.3516076,1678853704.4236042,0.07199668884277344,1,222,['30000002']
send,1678853705.1844862,1678853706.8887794,1.7042932510375977,1,260,['30000002']
send,1678853708.665877,1678853709.7981832,1.1323060989379883,1,311,['30000002']
send,1678853714.6607883,1678853716.0168915,1.3561031818389893,6,1409,['30000002']
send,1678853717.2868917,1678853717.9040935,0.6172018051147461,6,1857,['30000002']
send,1678853719.2211833,1678853719.957184,0.7360007762908936,3,755,['30000002']
send,1678853731.3953595,1678853733.2364614,1.841101884841919,6,1743,['30000002']
send,1678853735.7696383,1678853736.7299666,0.9603283405303955,6,1647,['30000002']
send,1678853738.2971694,1678853739.8877616,1.5905921459197998,5,1392,['30000002']
send,1678853750.6389112,1678853757.7232578,7.084346532821655,2,562,['30000002']
send,1678853774.7015476,1678853776.4417408,1.7401931285858154,6,1785,['30000002']
send,1678853777.8768466,1678853778.435933,0.5590865612030029,6,1626,['30000002']
send,1678853779.2751873,1678853779.3721867,0.0969994068145752,6,1779,['30000002']
send,1678853779.7301872,1678853781.6613822,1.9311950206756592,6,1623,['30000002']
send,1678853782.7213817,1678853783.9594827,1.2381010055541992,6,1710,['30000002']
send,1678853795.8765557,1678853797.5056329,1.6290771961212158,6,1764,['30000002']
send,1678853798.583733,1678853799.5563235,0.972590446472168,6,1634,['30000002']
send,1678853802.0131922,1678853808.0969894,6.083797216415405,5,1404,['30000002']
send,1678853819.4101977,1678853821.2384255,1.8282277584075928,6,1576,['30000002']
send,1678853824.4393334,1678853825.885402,1.446068525314331,6,1648,['30000002']
send,1678853827.0235004,1678853833.853371,6.8298704624176025,3,647,['30000002']
send,1678853834.1043725,1678853841.8524961,7.748123645782471,2,626,['30000002']
